Date,BrandName,ProductName,Reason,Company
2012-07-02T00:00:00.0000000,AirLife,Infant Breathing Circuit (Ventilation Product) ,Can develop cracks and leaks in the closed ventilation system.,CareFusion
2012-06-30T00:00:00.0000000,Pedigree,Dog Food ,Potential choking risk,Mars Petcare US
2012-06-29T00:00:00.0000000,Mexicali Cheese Corp.,Queso Fresco Cheese ,Listeria monocytogenes,Mexicali Cheese Corp.
2012-06-29T00:00:00.0000000,Dole Hearts of Romaine,Bagged Salad ,Listeria monocytogenes,"Dole Fresh Vegetables, Inc."
2012-06-29T00:00:00.0000000,ALOHA Maid Natural,Coconut water ,Product has an off smell,ITO EN USA
2012-06-29T00:00:00.0000000,BI-LO,Pasta Salad ,May contain small metal fragments,BI-LO
2012-06-29T00:00:00.0000000,"Cataplex ACP, Cataplex C, Pancreatrophin PMG",Dietary Supplements ,Salmonella,"Standard Process, Inc."
2012-06-28T00:00:00.0000000,Bedford Laboratories,Vecuronium Bromide Injection ,Particulate matter,Bedford Laboratories
2012-06-27T00:00:00.0000000,Winn-Dixie,Cheeseburger Macaroni Skillet Dinner ,May contain small metal fragments,Winn-Dixie
2012-06-26T00:00:00.0000000,Banner Mountain Sprouts,Sprouts ,Salmonella,Banner Mountain Sprouts
2012-06-22T00:00:00.0000000,Liquid Gold,Carrot Juice ,potential to be contaminated with Clostridium botulinum,Healthy Choice Island Blends Inc.
2012-06-22T00:00:00.0000000,"Fresh Selections, Marketside",Bagged Salads ,Listeria monocytogenes,"Dole Fresh Vegetables, Inc."
2012-06-20T00:00:00.0000000,Leasa,Living Alfalfa Sprouts ,Salmonella,Leasa Industries Co.
2012-06-19T00:00:00.0000000,Euphoria Fancy Food Inc.,Dried Bream ,The fish is uneviscerated and may pose a Clostridium botulinum hazard.,Euphoria Fancy Food Inc.
2012-06-18T00:00:00.0000000,Nidek,Oxygen Concentrators ,Capacitor-related fires,Nidek Medical Products Inc.
2012-06-18T00:00:00.0000000,Hannaford,Mini Frosted Cookies ,Undeclared eggs,Hannaford Supermarkets
2012-06-15T00:00:00.0000000,Truitt Brothers,Navy Beans ,Undeclared Soy,Truitt Bros Inc.
2012-06-12T00:00:00.0000000,Ben & Jerry's,Ice Cream ,Fudge covered wafer pieces have been manufactured on shared equipment that processes peanuts and tree nuts.,Unilever
2012-06-11T00:00:00.0000000,Golden Glen Creamery,Red Pepper with Onion & Garlic Cheddar ,Listeria monocytogenes,Golden Glen Creamery
2012-06-08T00:00:00.0000000,Sienna Bakery,Cookies ,Undeclared Walnuts,Best Maid Cookie Company
2012-06-06T00:00:00.0000000,"Reggano, HEB, Food Club, more",Boxed Pasta Mix Products ,May contain small metal fragments,Bay Valley Foods
2012-06-05T00:00:00.0000000,Introvale,Oral Contraceptive ,Packaging flaw,Sandoz Inc.
2012-06-04T00:00:00.0000000,Wellesse,Dietary Supplement ,Salmonella,Botanical Laboratories Inc.
2012-06-01T00:00:00.0000000,Crown Prince,Oysters ,The shellfish was harvested from waters that may have been exposed to inadequate sanitation controls,Crown Prince Seafood
2012-05-30T00:00:00.0000000,Oskri,Peach Granola ,Undeclared cashews,Oskri Corp.
2012-05-26T00:00:00.0000000,V Maxx,V Maxx Rx ,Undeclared sulfoaidenafil,"The Menz Club, LLC"
2012-05-25T00:00:00.0000000,Nitre Powder,Nitre Powder ,Contains higher levels of sodium nitrite,HOCEAN Inc.
2012-05-25T00:00:00.0000000,"Franck""s",Sterile Human and Veterinary Prescription Drugs ,Presence of microorganisms and fungal growth,Franck's Compounding Lab
2012-05-23T00:00:00.0000000,Shiitake-Ya Brand Gourmet Shiitake Slices,Mushrooms ,"May be contaminated with the chemicals carbendazim, fluoranthene, and pyrene",L.A. Link (Huntington Beach) Corporation
2012-05-22T00:00:00.0000000,Curlin Brand,Intravenous Administration Sets. ,Reverse flow when using an affected Intravenous Administration Set.,"MOOG, Inc."
2012-05-22T00:00:00.0000000,"Marketside, Private Selection",Organic Baby Spinach ,Salmonella,"Taylor Farms Retail, Inc."
2012-05-22T00:00:00.0000000,Honeyville Honey Barbecue Sauce,Honeyville Honey Barbecue Sauce ,Undeclared anchovies,Honeyville Honey Farm
2012-05-22T00:00:00.0000000,"Chef on the Run, Mia Fratello","Garden Salad, Deluxe Salad, romaine lettuce ",Listeria monocytogenes,Pacific Coast Fruit Company
2012-05-22T00:00:00.0000000,H.T. Traders Sorbet,Sorbet ,Undeclared Milk Protein,Harris Teeter
2012-05-22T00:00:00.0000000,IndonesianFoodMart.com,Tempeh Starter Yeast and Super ,Salmonella,IndonesianFoodMart.com
2012-05-21T00:00:00.0000000,Diamond Naturals Small Breed Adult Dog Lamb & Rice Formula,Diamond Naturals Small Breed Adult Dog Lamb & Rice Formula dry dog food. ,Salmonella,Diamond Pet Foods
2012-05-19T00:00:00.0000000,Gills Onions,Diced Red Onions ,Listeria monocytogenes,"Gills Onions, LLC"
2012-05-19T00:00:00.0000000,"River Ranch, Farm Stand, Hy-Vee, Shurfresh, more",Bagged Salads ,Listeria monocytogenes,"River Ranch Fresh Foods, LLC"
2012-05-18T00:00:00.0000000,"FIRMINITE, EXTRA STRENGTH INSTANT HOT ROD, AND LIBIDRON",Drug for Erectile Dysfunction (ED) ,Unapproved new drug,"West Coast Nutritionals, Ltd."
2012-05-18T00:00:00.0000000,"River Ranch, Farm Stand, Hy-Vee, Marketside, Shurfresh, The Farmer's Market, Cross Valley, Fresh n Easy, Promark , Sysco",Bagged Salads ,Listeria monocytogenes,River Ranch Fresh Foods LLC
2012-05-18T00:00:00.0000000,Santos,"Flours, Legumes and Spices ",Undeclared Peanuts and Wheat,"Santos Agency, Inc."
2012-05-17T00:00:00.0000000,CARIBENA,Papaya ,Salmonella,"CARIBE PRODUCE, LTD CO."
2012-05-15T00:00:00.0000000,El Sinai Bakery,MAPA (Rainbow Cake) ,Undeclared eggs,Bakery El Monte Sinai Corp
2012-05-12T00:00:00.0000000,Hospira,"Hydromorphone Injection, USP ",May contain more than the 1 mL labeled fill volume,"Hospira, Inc."
2012-05-11T00:00:00.0000000,Purina Veterinary Diets,Cat Food ,Deficient Thiamine,Nestle Purina PetCare
2012-05-11T00:00:00.0000000,Natural Balance,Dog Food ,Salmonella,Natural Balance Pet Foods
2012-05-11T00:00:00.0000000,Whole Foods Market,Cupcakes ,Undeclared Walnuts,Whole Foods Market
2012-05-10T00:00:00.0000000,Jonlly,Beverages ,Undeclared Milk,"Jonlly Fruits, Inc."
2012-05-10T00:00:00.0000000,Jonlly,Beverages ,Undeclared Milk,"Jonlly Fruits, Inc."
2012-05-09T00:00:00.0000000,Moon Fishery,Yellowfin Tuna Strips ,Salmonella,Moon Fishery (India) Pvt. Ltd
2012-05-08T00:00:00.0000000,"Solid Gold WolfKing, Solid Gold WolfCub",Dog Food ,Salmonella,"Solid Gold Health Products for Pets, Inc."
2012-05-07T00:00:00.0000000,SinuSense,Nasal Irrigation Device ,Water may seep into the battery compartment.,"Water Pik, Inc."
2012-05-07T00:00:00.0000000,Complete Health Super5Mix,Dog Food ,Salmonella,WellPet LLC
2012-05-05T00:00:00.0000000,FunFresh Foods World Berries,Organic Cacao Nibs ,Due to possible health risk from E.coli,FunFresh Foods Inc.
2012-05-05T00:00:00.0000000,Canidae Dog,Dog Food ,Salmonella,Canidae Pet Foods
2012-05-05T00:00:00.0000000,"Diamond, Country Value, Diamond Naturals, more",Dog Food ,Salmonella,Diamond Pet Foods
2012-05-04T00:00:00.0000000,Cleveland Bean Sprout,Alfalfa Sprouts ,Listeria monocytogenes,Cleveland Beansprouts Co.
2012-05-04T00:00:00.0000000,Apex,Dog Food ,Salmonella,Apex Pet Foods
2012-05-04T00:00:00.0000000,Natural Balance,Dog Food ,Salmonella,Natural Balance Pet Foods
2012-05-03T00:00:00.0000000,Spinbrush,Toothbrush ,"Charging base may overheat with localized melting and sparking, possibly causing fire, shock or burns.","Church & Dwight Co., Inc."
2012-05-02T00:00:00.0000000,"HE Bowl, General Joe's, H-E-B",Asian Ready-to-Eat Meals ,Undercooked chicken,H-E-B
2012-05-02T00:00:00.0000000,Figi's,Lemon bars ,Undeclared Almonds,Figi's Inc.
2012-05-02T00:00:00.0000000,Franck's,Triamcinolone acetonide P.F. 80mg/ml ,Possible fungal contamination,Franck's Compounding Lab
2012-05-01T00:00:00.0000000,Smiling Hara,Tempeh ,Possible Health Risk,Smiling Hara Tempeh
2012-04-30T00:00:00.0000000,Henry's Farm,Soybean Sprouts ,Listeria monocytogenes,"Henry's Farm, Inc."
2012-04-30T00:00:00.0000000,Kaytee Forti-Diet,Rat and Hamster Feed ,Salmonella,Kaytee Pet Products
2012-04-30T00:00:00.0000000,Smiling Hara,Tempeh ,Salmonella,Smiling Hara
2012-04-30T00:00:00.0000000,Diamond,Dog Food ,Salmonella,Diamond Pet Foods
2012-04-26T00:00:00.0000000,Café Tasse,Café Tasse Noir ,Undeclared milk,Belgium's Chocolate Source
2012-04-26T00:00:00.0000000,Chicken Soup for the Dog Lover's Soul,Dog Food ,Salmonella,Diamond Pet Foods
2012-04-26T00:00:00.0000000,DuMOR,Poultry Feed ,Incorrect packaging,Feed Solutions
2012-04-26T00:00:00.0000000,Shad,Javantri (Whole Mace) ,Undeclared sulfites and unapproved colors,"Fatima Brothers, Inc."
2012-04-25T00:00:00.0000000,GFS,Candy ,Hostess Mix is mispackaged as Chocolate Sprinkles resulting in undeclared allergens.,"Krispak, Inc."
2012-04-25T00:00:00.0000000,Mrs. Weaver's,Ham Salad/Pimento Spread ,Undeclared Milk,"Reser's Fine Foods, Inc."
2012-04-25T00:00:00.0000000,Springwater Sprouts,Organic Sprouts ,Listeria monocytogenes,"Alfa Sprouts, Inc."
2012-04-24T00:00:00.0000000,La Star Seafood Co.,Vobla Fish ,The fish is uneviscerated and may pose a Clostridium botulinum hazard.,"La Star Seafood Co., Inc."
2012-04-24T00:00:00.0000000,American Regent,Epinephrine Injection ,Discoloration and Small Visible Particles,American Regent
2012-04-19T00:00:00.0000000,X-ROCK,Product Marketed as a Dietary Supplement To Support Male Sexual Performance ,Product contains sildenafil and hydroxythiohomosildenafil,XROCK INDUSTRIES
2012-04-17T00:00:00.0000000,Hospira,Morphine Sulfate Injection ,Carpujects syringes contain more than the 1 mL labeled fill volume,"Hospira, Inc."
2012-04-17T00:00:00.0000000,Anytime Deli,"Turkey & Ham Sub Footlong, Italian Footlong & Classic Cuban Sandwiches ",Listeria monocytogenes,M. E. Thompson Inc.
2012-04-16T00:00:00.0000000,Peacock,Preserved Apricots ,Undeclared Sulfites,Hong Lee Trading Inc.
2012-04-14T00:00:00.0000000,Dole,Seven Lettuces Salad ,Due to possible health risk from Salmonella,Dole Fresh Vegetables
2012-04-13T00:00:00.0000000,Harry and David,Premium Kansas City Style Barbeque almonds ,Undeclared Peanuts,Harry and David
2012-04-13T00:00:00.0000000,"Kroger, Winn-Dixie, Food Lion, Bottom Dollar Food",Taco Dinner Kits ,Undeclared Milk,Mission Foods
2012-04-13T00:00:00.0000000,Moon Marine USA Corporation (also known as MMI),"Frozen raw yellowfin tuna product, labeled as Nakaochi Scrape AA or AAA ",Associated with a multistate outbreak of Salmonella Bareilly infections,Moon Marine USA Corporation (also known as MMI)
2012-04-12T00:00:00.0000000,Full Circle,Concierge Snack Nut Blend ,Undeclared Soy and Milk,John B. Sanfilippo & Son Inc.
2012-04-11T00:00:00.0000000,Mastiha Shop,"Pasta, Pies, Eggplant and Garlic Spreads ","Undeclared egg, milk, treenuts and wheat",Mediterra S.A.
2012-04-11T00:00:00.0000000,Pacific Isles,Dried Mackerel & Dried Round Scad ,Uneviscerated fish that may be contaminated with Clostridium botulinum spores,H.C. Foods Co.
2012-04-11T00:00:00.0000000,Fisher,Vanilla Bean & Cocoa Mocha Almonds ,Undeclared Soy,John B. Sanfilippo & Son Inc
2012-04-10T00:00:00.0000000,Pacific Isles,Dried Mackerel & Dried Round Scad ,Uneviscerated fish that may be contaminated with Clostridium botulinum spores,"Seng Ong Wholesale, Inc."
2012-04-10T00:00:00.0000000,,dried uneviscerated fish ,Contaminated with Clostridium bacteria,Minnesota Department of Agriculture
2012-04-10T00:00:00.0000000,Import Foods Wholesale Inc.,"Smoked Croaker, Smoked Barracuda, Smoked Big Eye, Smoked Red Snapper ",Uneviscerated fish that may be contaminated with Clostridium botulinum spores,"Import Foods Wholesale, Inc."
2012-04-09T00:00:00.0000000,Knott's Berry Farm,"Blueberry, Boysenberry, Strawberry and Raspberry Shortbread Cookies ",Undeclared milk,Biscomerica Corp.
2012-04-09T00:00:00.0000000,Planters,Cocktail Peanuts ,Product was exposed to water not intended for use in food during the production process,"Kraft Foods Group, Inc."
2012-04-09T00:00:00.0000000,ONIM,Ceramic Wine Goblets ,goblets may contain excessive levels of leachable lead and cadmium,Enesco LLC
2012-04-09T00:00:00.0000000,ONIM,Ceramic Wine Goblets ,goblets may contain excessive levels of leachable lead and cadmium,Enesco LLC
2012-04-09T00:00:00.0000000,Kaytee exact®,Baby bird Baby Macaw hand feeding formula ,Due to presence of due to high levels of vitamin D,Central Garden & Pet Company
2012-04-06T00:00:00.0000000,Food Lion,Hard/soft taco dinner ,Undeclared Milk,"Food Lion, Harveys and Reid’s stores"
2012-04-06T00:00:00.0000000,Diamond Naturals,Lamb Meal & Rice ,Salmonella,Diamond Pet Foods
2012-04-06T00:00:00.0000000,Glazers,Donuts ,Undeclared Egg,"Kwik Trip, Inc."
2012-04-05T00:00:00.0000000,Crispy,"Pistachio cookie, Almond Cookie, Coconut Cookie & Almond Cake Rusk ",Undeclared milk and almond,"TWI Foods Inc., Ontario, Canada"
2012-04-05T00:00:00.0000000,Los Olivos,"""Pan de Torta"" bread ",Undeclared Milk,Los Olivos LTD
2012-04-05T00:00:00.0000000,Odwalla Inc.,Chocolate Protein Monster beverage ,Consumer complaints due to allergic reactions,Odwalla Inc.
2012-04-05T00:00:00.0000000,Kypoyka,Kypoyka Bisquit ,Undeclared Eggs,Threeline Imports Inc
2012-04-04T00:00:00.0000000,Star light,Coconut Candy (Keo Dua) ,Undeclared Milk,Fung Shing Int'l Corp.
2012-04-04T00:00:00.0000000,Star light,Coconut Candy Keo Dua La Dua ,Undeclared Milk,Fung Shing Int'l Corp.
2012-04-02T00:00:00.0000000,American Regent,"Cyanocobalamin Injection, USP, (1000 mcg/mL), 1mL Vial ",crack can form on the bottom and sides of vials,Luitpold Pharmaceuticals Inc.
2012-03-31T00:00:00.0000000,Frank's,Triamcinolone acetonide P.F. 80mg/ml ,Possible fungal contamination,Franck's Compounding Lab
2012-03-30T00:00:00.0000000,"Simply Enjoy, Creme Curls Bakery",Cream Puffs ,Mislabeled Milk Allergen,"Creme Curls Bakery, Inc."
2012-03-29T00:00:00.0000000,Castellini,Jalapeno Peppers ,Salmonella,Castellini Company LLC
2012-03-29T00:00:00.0000000,Wardley Advanced Nutrition Perfect Protein,Flake Fish Food ,Salmonella,Hartz Mountain Corporation
2012-03-29T00:00:00.0000000,Top Notch,Cookies ,Undeclared Milk Allergen,Topnotch Cookies & Cakes
2012-03-27T00:00:00.0000000,Golden Smell,Dried Potato ,Undeclared Sulfites,Strong America Ltd.
2012-03-27T00:00:00.0000000,"Private Selection, heinen's",Salsa products ,Salmonella,Club Chef LLC
2012-03-27T00:00:00.0000000,South Florida Produce,Jalapeno Peppers ,Salmonella,"South Florida Produce, LLC"
2012-03-22T00:00:00.0000000,Whole Foods Market,Mini Chocolate Chip Cookies ,Undeclared walnuts,Whole Foods Market
2012-03-19T00:00:00.0000000,HeartMate II,Left Ventricular Assist System ,The sealed outflow graft bend relief may not properly connect to the HeartMate II LVAS,Thoratec Corporation
2012-03-16T00:00:00.0000000,"El Ranchero Del Sur, Los Corrales",Cheese ,Listeria monocytogenes,"El Ranchero Del Sur, LLC."
2012-03-16T00:00:00.0000000,"El Ranchero Del Sur, Los Corrales",Cheese ,Listeria monocytogenes,"El Ranchero Del Sur, LLC."
2012-03-16T00:00:00.0000000,Backroad Country,Caramel Puffcorn ,Undeclared Milk Allergen,"Troyer Cheese, Inc."
2012-03-09T00:00:00.0000000,Franck's,Brilliant Blue G ,Possible fungal contamination,Franck's Compounding Lab
2012-03-09T00:00:00.0000000,Publix,Beef Stew Mix ,Undeclared milk,McCormick & Company
2012-03-08T00:00:00.0000000,Gerber,Gerber Good Start Gentle powdered infant formula ,Product might have an off-odor,Gerber Products Company
2012-03-07T00:00:00.0000000,Nutrena NatureWise,Goat Pellets ,"Error in labeling (does not include ""Decoquinate"" on label)",Cargill Animal Nutrition
2012-03-05T00:00:00.0000000,Price Chopper,"Apple, Blueberry, Cherry, and Peach Streusel Pies (5 inch and 8 inch) ",Undeclared Eggs,Price Chopper
2012-03-03T00:00:00.0000000,PAYBACK,Animal Feed (Kountry Buffet 14%) ,May contain monensin sodium (Rumensin),Western Feed LLC.
2012-02-24T00:00:00.0000000,RegenErect,Intimacy Enhancement Capsule ,Unapproved new drug,"Regeneca, Inc."
2012-02-24T00:00:00.0000000,"Glenmark Generics, Inc.",Norgestimate and Ethinyl Estradiol Tablets USP ,Packaging error potentially causing incorrect dosing regimen,"Glenmark Generics, Inc."
2012-02-22T00:00:00.0000000,American Regent,Phenylephrine HCl Injection USP 1% ,Visible particles were found in the product,American Regent
2012-02-22T00:00:00.0000000,"Goya, Great Value, Hatuey, more",Malta beverages ,Bottles may break during opening,"The Florida Brewery, Inc."
2012-02-22T00:00:00.0000000,Healthy People Co.,Dietary Supplements ,Undeclared drug ingredients,Healthy People Co.
2012-02-17T00:00:00.0000000,TYLENOL,"Infants TYLENOL Oral Suspension, 1 oz. Grape ",difficulty using the Infants TYLENOL SimpleMeasure dosing system,McNeil Consumer Healthcare
2012-02-16T00:00:00.0000000,Bedford Laboratories,Cytarabine for Injection USP ,Lack of sterility assurance,Bedford Laboratories
2012-02-12T00:00:00.0000000,"Flight Medical Innovations, Ltd.",Remote alarm cable that is used to connect Newport HT50 mechanical ventilators to nurse stations ,The recalled cable may negatively affect Newport HT50 ventilators manufactured prior to 2007. Affected units may shutdown unexpectedly,"Flight Medical Innovations, Ltd."
2012-02-11T00:00:00.0000000,Walmart,Cruller Bakery Pastries ,Mislabeled Milk Allergen,Walmart
2012-02-10T00:00:00.0000000,Whole Foods Market,Pumpkin Bundt Cakes ,Undeclared Milk,Whole Foods Market
2012-02-10T00:00:00.0000000,RegenArouse,Intimacy Enhancement Capsule ,Unapproved new drug,"Regeneca, Inc."
2012-02-09T00:00:00.0000000,"Koff & Kold, Kold Sore",OTC drug products ,"Non-sterile, intended for use in eyes and nose.","Wholistic Herbs, Inc."
2012-02-09T00:00:00.0000000,Bin-Bin,Rice Crackers ,Undeclared Eggs,Summit Import Corporation
2012-02-09T00:00:00.0000000,Zip International,Sliced Herring Fillet (forelka) ,Listeria monocytogenes,Zip International Group LLC
2012-02-07T00:00:00.0000000,Classic,Caramel Cob Junior & Chewy Popcorn ,Undeclared Peanut,Kathy Kaye Foods LLC
2012-02-06T00:00:00.0000000,Crickit,Surgical Crichothyroidotomy Kit ,Kit contains recalled povidone iodine prep pads,"North American Rescue, LLC"
2012-02-06T00:00:00.0000000,"Grand Strand, Lunch Box, Country Harvest Deli",Chicken Salad Sandwiches ,Listeria monocytogenes,Grand Strand Sandwich Company
2012-02-04T00:00:00.0000000,Revolution Foods,Snack size sandwich bars ,Undeclared peanut,Nest Collective
2012-02-03T00:00:00.0000000,Healthy People Co.,Dietary supplements ,Undeclared drug ingredients,Healthy People Co.
2012-02-03T00:00:00.0000000,Delish,Sandwiches ,Listeria monocytogenes,"GH Foods CA, LLC"
2012-02-03T00:00:00.0000000,Quick Cafe & Take Away Cafe,Egg Salad Sandwiches ,Listeria monocytogenes,"Greencore, USA"
2012-02-02T00:00:00.0000000,"Allison's Gourmet Kitchens, Deli Fresh, Hill Country Fare, more",Prepared Salads ,Listeria monocytogenes,Allison's Gourmet Kitchens
2012-02-02T00:00:00.0000000,Bedford Laboratories,"Acetylcysteine Solution, USP ",Visible glass particle found in a vial.,Bedford Laboratories
2012-02-02T00:00:00.0000000,Wegmans,Eggs and Salads ,Listeria monocytogenes,"Wegmans Food Markets, Inc."
2012-02-01T00:00:00.0000000,Zhang Zhou,Tremella ,Undeclared Sulfites,S&M; USA Enterprise
2012-02-01T00:00:00.0000000,Rely,Dried Yellow Croaker ,The product was found to be un-eviscerated.,"W&C; International Import, Inc."
2012-02-01T00:00:00.0000000,Bin-Bin,Rice Crackers ,Undeclared Eggs,President Global Corporation
2012-02-01T00:00:00.0000000,"Columbia Valley Farms, GFS, Glenview Farms, more",Hard-Cooked Eggs ,Listeria monocytogenes,"Michael Foods, Inc."
2012-02-01T00:00:00.0000000,Rely,Dried Yellow Croaker ,The product was found to be un-eviscerated.,"W&C; International Import, Inc."
2012-01-31T00:00:00.0000000,Lo/Ovral-28,Oral contraceptives ,Some blister packs may contain an inexact count of inert or active ingredient tablets and the tablets may be out of sequence.,"Pfizer, Inc."
2012-01-31T00:00:00.0000000,Bin-Bin,Rice Crackers ,Undeclared Eggs,"Gemini Food Corporation, Tong Enterprises"
2012-01-30T00:00:00.0000000,Renastart,Pediatric Medical Food ,Product was incorrectly labeled as another product.,Vitaflo USA
2012-01-28T00:00:00.0000000,How Sweet It Is,Candy ,Undeclared Milk,How Sweet It Is Fudge and Candy Company Inc.
2012-01-28T00:00:00.0000000,Walgreens,Chocolate Covered Raisins ,"Undeclared Peanut, Almond, and Soy",Walgreen Co.
2012-01-27T00:00:00.0000000,Aunt Jemima,Aunt Jemima Frozen Pancakes ,Undeclared Soy Protein,PINNACLE FOODS GROUP LLC
2012-01-27T00:00:00.0000000,AVEENO® BABY CALMING COMFORT®,Lotion ,The lot exceeded bacterial specifications.,"Johnson & Johnson Consumer Companies, Inc."
2012-01-27T00:00:00.0000000,Cephalon,Treanda (bendamustine HCL) for Injection ,Presence of particulate matter in vial identified as glass fragments,Cephalon
2012-01-27T00:00:00.0000000,Spartan,"Egg Spread, Salads ",Listeria monocytogenes,"Spartan Stores, Inc"
2012-01-25T00:00:00.0000000,Anytime Deli,Turkey & Ham Sub Footlong Sandwich ,Listeria monocytogenes,M. E. Thompson Inc.
2012-01-23T00:00:00.0000000,Jones',Jones' Mock Salt Original & Jones' Mock Salt Spicy Southwest Blend ,Potential Contamination of Salmonella,Jones' Seasoning Blends LLC
2012-01-20T00:00:00.0000000,Nicolet,"Nicolet® Cortical Stimulator Control Unit, Nicolet® C64 Stimulus Switching Unit (SSU) Amplifier and NicoletOne Software with Cortical Stimulator License ","potential risks associated with the Cortical Stimulator Control Unit, SSU Amplifier and related software applications",Carefusion
2012-01-19T00:00:00.0000000,Rich Products Corporation,8 inch Vanilla Flavored Pre-Soaked Sponge Cake Artificially Flavored ,may contain small plastic fragments,Rich Products Corporation
2012-01-19T00:00:00.0000000,LEASA,Alfalfa Sprout ,Salmonella,LEASA Industries Co.
2012-01-19T00:00:00.0000000,Perfect Image Solutions,Hair regrowth products (men & women) ,The products are deemed unapproved new drugs under the law and U.S. Food and Drug Administration regulations and may present potential health hazards,Perfect Image Solutions LLC
2012-01-19T00:00:00.0000000,Cedar Tree,Tresse cheese and Shinglish Cheese ,Listeria monocytogenes,Kradjian Imp Co
2012-01-19T00:00:00.0000000,LEASA,"Brocolli Sprouts, Alfalfa Sprouts, Spicy Sprouts, Onion Sprouts ",Salmonella,Winn-Dixie Stores Inc.
2012-01-18T00:00:00.0000000,Coyote Joe's,Shredded Taco Cheese ,May contain shredded plastic fragments,Price Chopper Supermarkets
2012-01-18T00:00:00.0000000,Female One Series,"Vagifresh Ball, Vagifresh Gel ","Vagifresh Gel sample contains benzocaine, the active ingredient for many anesthetic drug products. Vagifresh Ball sample contains bacteria including Staphylococcus lentus, S. sciuri, Bacillus lantus, Alloiococcus otitis, Aerococcus viridans, Aeromonas salmonicid, Gemella spp, Leuconostoc spp.",USA Far Ocean Group (U.S.A. Far Ocean)
2012-01-18T00:00:00.0000000,JKS Wholesale SVCS Inc,Torta de Pan ,Undeclared Milk,JKS Wholesale SVCS Inc
2012-01-16T00:00:00.0000000,Rexall,Calcium 1200mg plus 1000 IU Vitamin D3 softgels ,Undeclared shellfish,Rexall Inc.
2012-01-16T00:00:00.0000000,Covidien,Duet TRS Universal Straight and Articulating Single Use Loading Units for Thoracic Surgery ,Potential to injure adjacent anatomical structures within the thorax that can result in post-operative complications and result in life-threatening situation,Covidien
2012-01-13T00:00:00.0000000,Central Market Classics,Tres Leches cakes ,May contain plastic fragments,Price Chopper
2012-01-12T00:00:00.0000000,Hill Country Fare,Dry Lasagna Dinner Mix ,Undeclared Soy,"Gilster-Mary Lee, Corp."
2012-01-12T00:00:00.0000000,BIGS,Dill Pickle Sunflower seeds ,Undeclared Soy,Ryt-Way
2012-01-11T00:00:00.0000000,Blount Fine Foods,Crab Soup ,"Undeclared Milk, Wheat and Crab",Blount Fine Foods
2012-01-10T00:00:00.0000000,Bedford Laboratories,Polymyxin B for Injection USP and Vecuronium Bromide ,Vials may contain visible glass particulates,Bedford Laboratories
2012-01-10T00:00:00.0000000,"Zip International Group, LLC",Herring Fillet ,Listeria monocytogenes,"ZIP INTERNATIONAL GROUP, LLC"
2012-01-08T00:00:00.0000000,"Excedrin, NoDoz, Bufferin, Gas-X","Bufferin Extra Strength Tablet, Bufferin Low Dose Tablets, Bufferin Regular Strength Tablets, Excedrin Back & Body Caplets, Excedrin Extra Strength Caplets, Excedrin Extra Strength Express Gel Caps, Excedrin Extra Strength Gel Tablets, Excedrin Extra Strength Tablets, Excedrin Migraine Express Gel Caplets, Excedrin Migraine Caplets, Excedrin Migraine Gel Tablets, Excedrin Migraine Tablets, Excedrin PM Caplets, Excedrin PM Express Gel Caplet, Excedrin PM Tablets, Excedrin Sinus Headache Caplets, Excedrin Tension Headache Caplets, Excedrin Tension Headache Express Gel Caplets, Excedrin Tension Headache Gel Tablets, Gas-X Prevention Caplets, NoDoz Maximum Strength Caplets ","products may contain stray tablets, capsules, or caplets from other Novartis products, or contain broken or chipped tablets",Novartis
2012-01-06T00:00:00.0000000,Laromme,Rugelach ,Undeclared Eggs,Bloch's Best Inc.
2012-01-06T00:00:00.0000000,Pepin Heights,Honeycrisp Apple Cider ,Elevated levels of patulin,Pepin Heights Orchards
2012-01-05T00:00:00.0000000,Rich Products Corporation,Sponge Cake ,Presence of Plastic Fragments,Rich Products Corporation
2012-01-04T00:00:00.0000000,Safeway Snack Artist,Cookies ,Undeclared Milk and Eggs,"D. F. Stauffer Biscuit Co., Inc."
2012-01-03T00:00:00.0000000,"Let's Grow Healthy Together, Green Valley Food Corp, Broccosprouts",Sprouts ,Listeria monocytogenes,Green Valley Food Corp.
2012-01-03T00:00:00.0000000,Price Chopper,Gourmet Stuffed Clams ,"Undeclared Milk, Wheat and Egg",Price Chopper
2012-01-03T00:00:00.0000000,Nordic Creamery,Cheese ,Listeria monocytogenes,Bekkum Family Farms LLC
2012-01-03T00:00:00.0000000,Palitos de Guayaba,Guava Sticks ,"Undeclared Milk, Wheat, Tree Nuts, and Eggs",Enhorabuena!
2012-01-03T00:00:00.0000000,"HEB, El Viajero, BMF",Cheese ,Listeria monocytogenes,Alpine Slicing and Cheese Conversion
2013-12-31T00:00:00.0000000,Prego,Traditional Italian Sauce ,Spoilage,Campbell Soup Company
2013-12-31T00:00:00.0000000,The Cultured Kitchen,Non-dairy cashew cheese products ,Salmonella,The Cultured Kitchen
2013-12-30T00:00:00.0000000,GE,Multi Absorber Original ,"May have a thin wall condition which may lead to small holes in the water (drain tube). This may result in a loss of anesthetic gases, ventilation and oxygenation.",Vital Signs Devices
2013-12-28T00:00:00.0000000,Giant Eagle,Candy Place Chocolate Santas ,Undeclared Peanut Allergen,Giant Eagle
